Orion	-0.13568389	-0.884546991	-0.26683666	-0.844156711
Orion	-0.26683666	-0.844156711	-0.255142797	-0.816658438
Orion	-0.255142797	-0.816658438	-0.234586405	-0.803307111
Orion	-0.26683666	-0.844156711	-0.268108176	-0.866117576
Orion	-0.268108176	-0.866117576	-0.271165592	-0.919120229
Orion	-0.271165592	-0.919120229	-0.257183372	-0.935824544
Orion	-0.13568389	-0.884546991	-0.122507344	-0.997742253
Orion	-0.122507344	-0.997742253	-0.207351319	-1.107971975
Orion	-0.207351319	-1.107971975	-0.227530152	-1.131821819
Pegasus	-0.610999025	-0.024379546	-0.763509814	-0.044135117
Pegasus	-0.763509814	-0.044135117	-0.742377549	0.182517158
Pegasus	-0.742377549	0.182517158	-0.581910883	0.145716116
Pegasus	-0.581910883	0.145716116	-0.588265351	0.001827272
Pegasus	-0.581910883	0.145716116	-0.542640805	0.189498653
Pegasus	-0.542640805	0.189498653	-0.557467953	0.299538336
Pegasus	-0.557467953	0.299538336	-0.52258855	0.350393162
Pegasus	-0.581910883	0.145716116	-0.612255812	0.193043516
Pegasus	-0.612255812	0.193043516	-0.621439631	0.206374157
Pegasus	-0.621439631	0.206374157	-0.610441272	0.409812997
Pegasus	-0.610441272	0.409812997	-0.542424632	0.446809204
Pegasus	-0.742377549	0.182517158	-0.766333113	0.253873291
Pegasus	-0.766333113	0.253873291	-0.778721455	0.277864667
Pegasus	-0.778721455	0.277864667	-0.796261612	0.413624787
Pegasus	-0.796261612	0.413624787	-0.697563565	0.469701119
Perseus	-0.321269702	-0.156086811	-0.225524452	-0.207895513
Perseus	-0.225524452	-0.207895513	-0.22820911	-0.237939619
Perseus	-0.22820911	-0.237939619	-0.229525551	-0.284242589
Perseus	-0.229525551	-0.284242589	-0.217354882	-0.318979024
Perseus	-0.217354882	-0.318979024	-0.236876463	-0.401535247
Perseus	-0.236876463	-0.401535247	-0.257939933	-0.442075256
Perseus	-0.257939933	-0.442075256	-0.290078622	-0.47390663
Perseus	-0.290078622	-0.47390663	-0.307497401	-0.45724518
Perseus	-0.229525551	-0.284242589	-0.281515507	-0.3058332
Perseus	-0.281515507	-0.3058332	-0.310881353	-0.33386588
Perseus	-0.310881353	-0.33386588	-0.330767187	-0.346027316
Perseus	-0.330767187	-0.346027316	-0.356226108	-0.328092999
SerpensA	0.213307154	1.235452363	0.128187648	1.306380537
SerpensA	0.128187648	1.306380537	0.101690004	1.250238786
SerpensA	0.101690004	1.250238786	-0.097623453	1.047379903
SerpensA	-0.097623453	1.047379903	-0.22564575	0.901384532
SerpensB	0.571967367	0.894503756	0.494085592	0.781691974
SerpensB	0.494085592	0.781691974	0.498889373	0.741493502
SerpensB	0.498889373	0.741493502	0.492044508	0.669837428
SerpensB	0.492044508	0.669837428	0.419788199	0.635334445
SerpensB	0.419788199	0.635334445	0.392728929	0.609006882
SerpensB	0.392728929	0.609006882	0.389221679	0.650664137
SerpensB	0.389221679	0.650664137	0.419788199	0.635334445
Taurus	-0.534897072	-0.665277785	-0.521464901	-0.662465402
Taurus	-0.521464901	-0.662465402	-0.399338286	-0.696344255
Taurus	-0.399338286	-0.696344255	-0.321274783	-0.687278885
Taurus	-0.321274783	-0.687278885	-0.293155031	-0.696112549
Taurus	-0.293155031	-0.696112549	-0.267814817	-0.696923918
Taurus	-0.267814817	-0.696923918	-0.066789133	-0.682189913
Taurus	-0.321274783	-0.687278885	-0.301111666	-0.667924211
Taurus	-0.301111666	-0.667924211	-0.276017556	-0.655152273
Taurus	-0.276017556	-0.655152273	-0.220486501	-0.624655065
Taurus	-0.220486501	-0.624655065	-0.08702378	-0.587255132
UrsaMajor	0.330701686	0.167653602	0.295067358	0.113142665
UrsaMajor	0.295067358	0.113142665	0.297651886	0.071482789
UrsaMajor	0.297651886	0.071482789	0.295235791	0.019889901
UrsaMajor	0.295235791	0.019889901	0.327748235	-0.008844755
UrsaMajor	0.327748235	-0.008844755	0.385359017	-0.023485182
UrsaMajor	0.385359017	-0.023485182	0.533018101	-0.097666865
UrsaMajor	0.533018101	-0.097666865	0.550394525	-0.101595644
UrsaMajor	0.385359017	-0.023485182	0.409269718	-0.091388875
UrsaMajor	0.409269718	-0.091388875	0.410170695	-0.18624154
UrsaMajor	0.410170695	-0.18624154	0.392503414	-0.189145281
UrsaMajor	0.295235791	0.019889901	0.244088623	-0.061178747
UrsaMajor	0.244088623	-0.061178747	0.292407261	-0.075848569
UrsaMajor	0.292407261	-0.075848569	0.327748235	-0.008844755
UrsaMajor	0.244088623	-0.061178747	0.190974477	-0.144542051
UrsaMajor	0.190974477	-0.144542051	0.159261414	-0.207085396
UrsaMajor	0.159261414	-0.207085396	0.234223482	-0.147807827
UrsaMajor	0.234223482	-0.147807827	0.292407261	-0.075848569
UrsaMajor	0.234223482	-0.147807827	0.278284669	-0.208088856
UrsaMajor	0.278284669	-0.208088856	0.270189807	-0.272082702
UrsaMajor	0.270189807	-0.272082702	0.28176379	-0.273008378
UrsaMinor	0.059768563	0.088652251	0.054039546	0.112663051
UrsaMinor	0.054039546	0.112663051	0.102379465	0.122788837
UrsaMinor	0.102379465	0.122788837	0.102309536	0.094325902
UrsaMinor	0.102309536	0.094325902	0.059768563	0.088652251
UrsaMinor	0.059768563	0.088652251	0.022094132	0.066000499
UrsaMinor	0.022094132	0.066000499	0.003605675	0.029579238
UrsaMinor	0.003605675	0.029579238	-0.005063616	-0.003949019
Virgo	1.001827775	0.656098113	1.133512711	0.44184318
Virgo	1.133512711	0.44184318	1.050748941	0.331047859
Virgo	1.050748941	0.331047859	1.00873315	0.185364671
Virgo	1.00873315	0.185364671	1.007897177	0.08773645
Virgo	1.007897177	0.08773645	0.968863456	-0.039407586
Virgo	0.723960605	0.641821428	0.839500226	0.492696
Virgo	0.839500226	0.492696	0.92544129	0.405678572
Virgo	0.92544129	0.405678572	0.914796922	0.226389351
Virgo	0.914796922	0.226389351	0.794772	0.221032334
Virgo	1.133512711	0.44184318	0.92544129	0.405678572
Virgo	1.00873315	0.185364671	0.914796922	0.226389351
